FID,LATDD,LONDD,AGE,RECON,ADT_029,STRUCTURE_KIND_043A,UNSAFE
35185702101560762,35.315838888888884,-101.93545,16.0,0,100,1,0
29362100094272880,29.605833333333333,-94.458,19.0,0,1,5,0
29362940094254920,29.60816666666667,-94.43033333333334,19.0,0,1,5,0
29365160094324020,29.614333333333335,-94.5445,12.0,0,100,5,0
29413300094044860,29.6925,-94.08016666666666,17.0,1,80,7,1
29412100094092940,29.689166666666665,-94.15816666666667,34.0,0,15,1,0
33432100096464020,33.722500000000004,-96.77783333333333,20.0,0,150,5,0
33442400096453360,33.74,-96.75933333333333,19.0,0,150,5,0
32393300094085760,32.659166666666664,-94.14933333333335,7.0,0,20,7,0
32404980094084500,32.680499999999995,-94.14583333333334,6.0,0,0,5,0
32404740094081380,32.67983333333333,-94.13716666666667,74.0,0,10,4,1
32405640094080600,32.68233333333333,-94.135,74.0,0,10,4,1
32404140094083420,32.67816666666666,-94.14283333333334,74.0,0,10,4,1
32400900094082640,32.66916666666666,-94.14066666666668,74.0,0,10,7,1
32395040094073480,32.664,-94.12633333333332,74.0,0,40,7,1
32394920094073180,32.663666666666664,-94.12549999999999,74.0,0,40,7,1
32394740094072760,32.66316666666666,-94.12433333333333,74.0,0,40,7,0
30305851095042675,30.516252777777776,-95.07409722222222,4.0,0,100,1,0
33184173095492402,33.311591666666665,-95.82333888888888,8.0,1,5695,1,0
33200659095460114,33.33516388888889,-95.76698333333333,7.0,1,4433,1,0
33214527095432058,33.362575,-95.72238333333334,65.0,1,5168,3,1
33225759095413327,33.38266388888889,-95.692575,57.0,0,4702,1,0
33180290095505329,33.300805555555556,-95.8481361111111,6.0,0,5000,5,0
33180377095505393,33.301047222222216,-95.84831388888888,8.0,0,5695,5,0
33191236095481270,33.320100000000004,-95.80352777777777,8.0,0,5190,5,0
33191497095480769,33.320825000000006,-95.80213611111111,8.0,0,5190,5,0
33191634095480436,33.32120555555556,-95.80121111111112,8.0,0,5190,5,0
33205333095444634,33.348147222222224,-95.74620555555556,8.0,0,5168,5,0
33214615095432047,33.36281944444445,-95.72235277777779,8.0,0,5168,5,0
33180775095504434,33.30215277777778,-95.84564999999999,5.0,1,5000,1,0
33193625095471835,33.32673611111112,-95.78843055555555,5.0,1,5000,1,0
33230768095410377,33.385466666666666,-95.68438055555556,62.0,1,2312,1,0
33233855095402089,33.394041666666666,-95.67246944444445,62.0,1,2518,1,1
33253555095374458,33.426541666666665,-95.62904999999999,62.0,1,2255,1,0
33265693095355895,33.449147222222216,-95.59970833333333,62.0,1,3690,1,0
33265540095355846,33.448722222222216,-95.59957222222222,41.0,0,3690,1,0
33280048095351805,33.4668,-95.58834722222221,41.0,0,3560,1,0
33230660095410283,33.38516666666666,-95.68411944444445,15.0,0,2391,5,0
33233660095402122,33.3935,-95.67256111111112,15.0,0,2671,5,0
33245162095383942,33.414338888888885,-95.64428333333333,15.0,0,2284,5,0
33245287095384067,33.41468611111111,-95.64463055555557,15.0,0,2255,5,0
33253385095374428,33.426069444444444,-95.62896666666666,15.0,0,2284,5,0
33280066095351734,33.46685,-95.58815,6.0,0,3560,5,0
33244755095502255,33.41320833333333,-95.83959722222222,70.0,0,101,1,0
33224077095470955,33.37799166666667,-95.78598611111111,62.0,0,283,1,1
33224016095461062,33.37782222222222,-95.76961666666666,62.0,0,387,1,0
33222100095460700,33.3725,-95.76861111111111,62.0,0,387,1,0
33223944095435891,33.37762222222222,-95.73303055555556,62.0,0,387,1,1
33223938095435157,33.377605555555554,-95.73099166666667,62.0,0,387,1,0
33212666095354405,33.35740555555556,-95.59556944444444,38.0,1,3989,2,1
33211749095353899,33.35485833333333,-95.59416388888889,38.0,0,3989,5,0
33220879095392465,33.36910833333334,-95.65684722222223,34.0,0,968,1,0
33220552095391134,33.3682,-95.65315000000001,34.0,0,968,5,0
33220136095383512,33.367044444444446,-95.6430888888889,34.0,0,968,1,0
33220005095363106,33.366680555555554,-95.60862777777777,55.0,1,3408,1,0
33231921095362934,33.388669444444446,-95.60815,8.0,0,3639,5,0
33271263095421834,33.45350833333334,-95.70509444444444,64.0,1,100,1,0
33260314095411391,33.43420555555555,-95.68719722222222,70.0,0,100,1,0
33264262095415658,33.44517222222222,-95.69905,62.0,0,100,1,0
33250569095411748,33.41824722222222,-95.68818888888889,62.0,0,272,1,0
33291135095462720,33.48648611111111,-95.77422222222222,75.0,0,261,4,1
33225905095462807,33.383069444444445,-95.77446388888889,12.0,0,137,1,0
33260131095395203,33.43369722222222,-95.66445277777778,65.0,0,113,1,0
33260109095394130,33.433636111111106,-95.66147222222223,65.0,0,195,1,0
33270792095363475,33.452200000000005,-95.60965277777777,34.0,0,159,5,0
33270166095354413,33.45046111111112,-95.59559166666666,61.0,1,229,1,0
33204034095482990,33.34453888888889,-95.80830555555555,69.0,0,154,1,0
33203954095481551,33.34431666666667,-95.80430833333332,69.0,0,154,1,0
33204056095500301,33.3446,-95.83416944444444,68.0,0,154,1,1
33241528095304395,33.404244444444444,-95.51220833333333,73.0,0,127,1,1
33242347095304294,33.40651944444444,-95.51192777777777,28.0,0,127,5,0
33234936095353074,33.39704444444445,-95.59187222222222,17.0,0,447,5,0
33233866095343441,33.39407222222222,-95.576225,17.0,0,447,5,0
33221753095513169,33.37153611111111,-95.85880277777777,34.0,0,422,5,0
33193308095513675,33.325855555555556,-95.86020833333333,28.0,0,628,5,0
33244019095513060,33.411163888888886,-95.85849999999999,34.0,1,378,1,0
33245766095513012,33.416016666666664,-95.85836666666665,34.0,1,378,1,0
33223640095493820,33.376777777777775,-95.82727777777778,20.0,0,233,5,0
33211112095422511,33.35308888888889,-95.706975,34.0,0,631,5,0
33195176095450918,33.331044444444444,-95.75255,34.0,0,210,5,0
33215044095412005,33.36401111111111,-95.68890277777778,24.0,0,769,1,0
33223139095393454,33.37538611111111,-95.65959444444445,56.0,0,924,1,0
33225632095390712,33.382311111111115,-95.65197777777779,56.0,0,924,1,0
33225781095373269,33.382725,-95.62574722222222,56.0,0,666,1,0
33245515095452270,33.41531944444444,-95.75630555555556,34.0,0,100,5,0
33284026095411178,33.477850000000004,-95.68660555555556,14.0,0,350,5,0
33183302095490895,33.309172222222216,-95.81915277777777,64.0,0,188,1,0
33165963095492668,33.283230555555555,-95.82407777777777,64.0,0,188,1,0
33252639095392495,33.42399722222222,-95.65693055555556,45.0,0,269,1,0
33291014095471766,33.48615,-95.78823888888888,34.0,1,20,7,1
33235779095444802,33.39938611111111,-95.74667222222223,23.0,0,20,3,0
33245646095472125,33.415683333333334,-95.78923611111111,22.0,0,10,1,0
33245654095474479,33.415705555555554,-95.79577499999999,18.0,0,10,2,0
33261592095490621,33.437755555555555,-95.81839166666666,21.0,0,10,1,0
33231049095491472,33.386247222222224,-95.82075555555555,23.0,0,10,3,0
33200687095492991,33.33524166666667,-95.824975,28.0,0,30,3,0
33191372095512363,33.32047777777778,-95.85656388888889,25.0,0,30,5,0
33195080095454548,33.33077777777778,-95.76263333333333,11.0,0,20,5,0
33223221095465895,33.37561388888889,-95.78304166666666,11.0,0,10,5,0
33253397095412779,33.42610277777778,-95.69105277777778,25.0,0,10,1,0
33253400095413042,33.42611111111111,-95.69178333333333,25.0,0,10,1,0
33264313095432880,33.44531388888888,-95.72466666666666,23.0,0,10,3,0
33282426095433404,33.47340555555556,-95.72612222222223,21.0,0,20,5,0
33282434095433374,33.47342777777778,-95.7260388888889,5.0,0,40,5,0
33281966095465961,33.47212777777778,-95.783225,20.0,0,70,5,0
33281959095463242,33.47210833333334,-95.77567222222223,21.0,0,70,5,0
33260413095441023,33.43448055555555,-95.736175,5.0,0,10,5,0
33244304095371159,33.41195555555555,-95.6198861111111,5.0,0,10,5,0
33251241095372894,33.420113888888885,-95.62470555555555,28.0,0,10,3,0
33253809095354447,33.42724722222222,-95.5956861111111,103.0,0,40,3,1
33262180095351784,33.439388888888885,-95.58828888888888,10.0,0,70,1,0
33264189095351748,33.44496944444444,-95.58818888888888,7.0,1,70,3,0
33255117095331554,33.430880555555554,-95.55431666666667,21.0,0,20,1,0
33251010095321540,33.41947222222222,-95.5376111111111,11.0,0,30,5,1
33221796095462783,33.371655555555556,-95.77439722222222,2.0,0,40,5,0
33252547095503372,33.423741666666665,-95.8427,1.0,0,10,5,0
33262059095342859,33.439052777777775,-95.57460833333333,29.0,0,50,3,0
33350380096183514,33.58438888888889,-96.30976111111111,69.0,1,1201,1,0
33350260096182916,33.58405555555556,-96.3081,69.0,1,1201,1,1
33344072096163971,33.57797777777778,-96.27769722222222,69.0,1,1527,1,0
33343787096113643,33.57718611111112,-96.19345277777778,50.0,1,12469,1,0
33343777096112455,33.57715833333334,-96.19015277777778,50.0,1,9110,1,0
33343306096092063,33.57585,-96.15573055555556,59.0,1,2818,1,1
33343220096090456,33.575611111111115,-96.15126666666667,59.0,1,2818,1,0
33343121096084591,33.57533611111111,-96.14608611111112,59.0,1,2818,1,0
33343720096070966,33.577000000000005,-96.11935,59.0,1,2428,1,0
33342339096022258,33.57316388888889,-96.03960555555555,59.0,1,1477,1,1
33341395096014048,33.57054166666667,-96.02791111111111,59.0,1,1477,1,0
33351394095530900,33.587205555555556,-95.88583333333334,70.0,0,2603,1,0
33364948096212695,33.61374444444444,-96.3574861111111,24.0,0,2400,5,0
33355027095544163,33.597297222222224,-95.91156388888889,30.0,0,5228,5,0
33361447096131152,33.60401944444445,-96.21986666666668,8.0,1,6243,1,0
33361808096113867,33.605022222222225,-96.194075,28.0,0,6243,1,0
33361517096103014,33.60421388888889,-96.17503888888889,23.0,0,5523,5,0
33361802096112959,33.60500555555556,-96.19155277777779,26.0,0,6243,5,0
33365343096220324,33.61484166666667,-96.36756666666666,8.0,1,6243,1,0
33363371096162419,33.60936388888889,-96.27338611111111,7.0,1,5250,5,0
33363051096161108,33.608475,-96.26974444444444,8.0,1,6243,1,0
33363423096162111,33.60950833333334,-96.27253055555555,11.0,0,6400,5,0
33361875096112976,33.60520833333334,-96.19160000000001,3.0,0,10800,5,0
33361632096103024,33.604533333333336,-96.17506666666667,3.0,0,10800,5,0
33354562095514423,33.59600555555556,-95.8622861111111,32.0,1,4355,1,0
33361105096084519,33.60306944444444,-96.14588611111112,34.0,0,7333,5,0
33361026096082509,33.602850000000004,-96.14030277777779,34.0,0,7333,5,0
33361445096075198,33.60401388888889,-96.13110555555555,34.0,0,7333,5,0
33362656096022195,33.60737777777778,-96.03943055555555,34.0,0,6928,5,0
33362348096055809,33.606522222222225,-96.09946944444444,4.0,1,7333,1,0
33362307096051437,33.606408333333334,-96.08732499999999,4.0,1,7333,1,0
33363213096015415,33.608925,-96.03170833333333,4.0,1,6928,1,0
33363326096014340,33.60923888888889,-96.02872222222223,34.0,0,6928,1,0
33362104095585897,33.60584444444444,-95.98304722222223,4.0,1,6652,1,0
33362009095583550,33.605580555555555,-95.97652777777778,4.0,1,6652,1,0
33355480095553149,33.598555555555556,-95.9254138888889,4.0,1,6776,1,0
33355258095550432,33.59793888888889,-95.91786666666667,4.0,1,6776,1,0
33361182096084497,33.60328333333334,-96.145825,3.0,0,5700,5,0
33361107096082522,33.603075000000004,-96.14033888888889,3.0,0,5700,5,0
33361267096075162,33.603519444444444,-96.13100555555555,3.0,0,5700,5,0
33362499096022437,33.60694166666667,-96.04010277777778,3.0,0,5700,5,0
33355116095544176,33.597544444444445,-95.9116,4.0,0,2403,5,0
33241848095561883,33.40513333333333,-95.9385638888889,58.0,0,1035,1,0
33270424095562565,33.45117777777778,-95.94045833333334,64.0,1,868,1,1
33272860095563115,33.45794444444445,-95.94198611111112,64.0,1,868,1,1
33311020095561270,33.5195,-95.93686111111111,53.0,0,865,1,0
33322341095551589,33.53983611111111,-95.92108055555556,53.0,1,943,1,0
33334979095545902,33.563830555555555,-95.91639444444445,53.0,0,943,1,0
33272018095562995,33.45560555555556,-95.94165277777778,20.0,0,868,5,0
33272228095563375,33.45618888888889,-95.94270833333334,1.0,0,868,5,0
33293375095563360,33.49270833333333,-95.94266666666667,1.0,0,865,5,0
33454899095545972,33.76360833333333,-95.9165888888889,30.0,1,258,1,0
33393937095543275,33.66093611111111,-95.90909722222223,40.0,0,1988,1,0
33430440095544052,33.71788888888889,-95.91125555555556,40.0,0,902,1,0
33360045095544128,33.600125,-95.91146666666667,34.0,0,1988,1,0
33453794095545795,33.76053888888889,-95.91609722222223,30.0,0,258,5,0
33453166095545698,33.75879444444445,-95.91582777777778,30.0,0,258,5,0
33492405095513804,33.823347222222225,-95.86056666666666,28.0,0,250,5,1
33302399096222134,33.50666388888889,-96.37259444444443,66.0,0,389,1,0
33292215096213872,33.48948611111111,-96.36075555555556,66.0,0,676,1,0
33284497096202611,33.47915833333334,-96.34058611111111,66.0,0,676,1,0
33224275096141759,33.37854166666667,-96.23821944444444,27.0,1,4521,1,0
33261305096201583,33.43695833333333,-96.33773055555555,20.0,0,8000,5,1
33274750096214406,33.46319444444445,-96.36223888888888,54.0,1,4418,1,0
33394939096105210,33.663719444444446,-96.1811388888889,65.0,1,4969,4,1
33383216096104927,33.642266666666664,-96.18035277777778,65.0,1,4969,4,0
33373363096103556,33.62600833333333,-96.17654444444445,65.0,1,2080,4,0
33451122096114645,33.75311666666666,-96.19623611111112,3.0,0,2331,5,0
33342088096104116,33.57246666666667,-96.1781,86.0,0,2680,1,0
33335707096103947,33.56585277777778,-96.17763055555557,86.0,0,2680,1,0
33332094096103441,33.555816666666665,-96.176225,86.0,0,2786,1,0
33323797096105698,33.54388055555555,-96.18249444444444,77.0,0,2136,1,0
33322637096104643,33.54065833333333,-96.1795638888889,77.0,0,2136,4,0
33254273096100537,33.42853611111111,-96.16815833333334,88.0,0,1462,1,1
33241892096121711,33.405255555555556,-96.20475277777778,88.0,0,1720,1,1
33233637096132457,33.39343611111111,-96.22349166666667,88.0,0,1720,1,1
33224765096161995,33.37990277777778,-96.27220833333334,67.0,0,2544,1,0
33222768096174414,33.37435555555555,-96.29559444444445,67.0,0,2544,1,0
33222913096184209,33.37475833333333,-96.31169166666666,67.0,0,2512,1,0
33223080096194201,33.37522222222222,-96.32833611111111,67.0,0,2512,1,0
33223208096202563,33.37557777777778,-96.34045277777777,67.0,0,2512,1,0
33223261096210246,33.375725,-96.35068333333332,67.0,0,2012,1,0
33223294096212707,33.375816666666665,-96.35751944444443,67.0,0,2012,1,0
33311786096203378,33.52162777777777,-96.34271666666666,57.0,1,217,1,0
33325451096161841,33.548474999999996,-96.27178055555555,33.0,0,336,1,0
33361023096164031,33.60284166666667,-96.27786388888889,64.0,0,950,1,0
33361652096164018,33.60458888888889,-96.27782777777777,64.0,0,950,1,0
33362358096163999,33.60655,-96.277775,64.0,0,950,1,0
33372578096152533,33.62382777777778,-96.2570361111111,64.0,0,546,1,0
33363817096164018,33.61060277777778,-96.27782777777777,6.0,0,950,5,0
33385178096095592,33.64771666666667,-96.16553333333334,55.0,0,2640,1,0
33392130096094531,33.65591666666666,-96.16258611111111,55.0,0,2640,1,0
33393303096093071,33.659175,-96.15853055555556,55.0,0,2640,1,0
33323770096125079,33.54380555555555,-96.21410833333334,22.0,1,8773,1,1
33313274096132640,33.52576111111111,-96.224,22.0,1,7893,1,0
33305299096134983,33.514719444444445,-96.23050833333333,54.0,1,7893,1,0
33364511096113107,33.61253055555556,-96.19196388888889,54.0,0,3429,1,0
33351980096113296,33.58883333333333,-96.19248888888889,11.0,1,11708,1,0
33344100096113248,33.57805555555556,-96.19235555555557,54.0,0,11708,1,0
33335772096120754,33.56603333333333,-96.20209444444444,50.0,0,8738,1,0
33280035096164008,33.46676388888889,-96.2778,57.0,1,8509,1,0
33265618096181906,33.44893888888888,-96.30529444444444,57.0,1,9178,1,0
33280365096163598,33.46768055555556,-96.27666111111111,57.0,1,8509,1,0
33250711096214693,33.418641666666666,-96.3630361111111,22.0,1,10900,1,0
33260445096204144,33.43456944444444,-96.34484444444443,62.0,0,11638,1,0
33275321096045350,33.464780555555556,-96.08152777777778,81.0,0,298,1,0
33263125096033230,33.44201388888889,-96.05897222222222,46.0,1,218,1,1
33331759096101102,33.55488611111111,-96.16972777777778,39.0,0,775,1,0
33331888096101568,33.55524444444444,-96.17102222222222,39.0,0,775,1,0
33331404096095842,33.5539,-96.16622777777778,39.0,0,775,1,0
33254671096204073,33.42964166666666,-96.34464722222222,33.0,0,1204,1,0
33222928096123165,33.3748,-96.20879166666667,75.0,0,452,1,0
33223856096114193,33.37737777777778,-96.19498055555556,75.0,0,452,1,0
33223485096112008,33.37634722222222,-96.18891111111111,75.0,0,452,1,0
33273506096145372,33.45973888888889,-96.24825555555556,74.0,0,576,1,0
33274510096145363,33.46252777777778,-96.24823055555555,37.0,0,576,5,0
33224353096092469,33.37875833333334,-96.15685833333333,61.0,1,410,1,0
33330999095535491,33.552775,-95.89858611111111,31.0,1,414,4,0
33302524095540125,33.50701111111111,-95.90034722222222,62.0,1,193,1,0
33301864095534502,33.505177777777774,-95.89583888888889,33.0,0,193,5,0
33391619096031615,33.65449722222222,-96.0544861111111,4.0,0,600,5,0
33335403096045640,33.56500833333333,-96.08233333333332,64.0,0,581,1,0
33292019096010304,33.48894166666667,-96.0175111111111,34.0,1,206,1,0
33291965096004561,33.488791666666664,-96.01266944444444,34.0,1,206,1,1
33302127096045015,33.50590833333333,-96.08059722222222,34.0,1,234,1,0
33292140096021110,33.48927777777778,-96.03641666666667,33.0,0,234,1,0
33291792095592973,33.48831111111111,-95.99159166666666,22.0,0,137,5,0
33285434095575933,33.48176111111111,-95.96648055555556,22.0,0,137,5,0
33291318095535940,33.48699444444445,-95.89983333333333,42.0,0,101,5,0
33285320095553472,33.48144444444445,-95.92631111111112,33.0,0,101,5,0
33292571095532775,33.490475,-95.89104166666667,31.0,0,101,5,0
33292490095520532,33.49025,-95.86814444444444,21.0,0,173,1,0
33263948096074659,33.4443,-96.12960833333332,34.0,0,157,1,0
33273526096110541,33.45979444444445,-96.18483611111111,58.0,0,384,1,0
33273340096104950,33.45927777777778,-96.18041666666667,21.0,0,384,5,0
33273704096121721,33.46028888888889,-96.20478055555556,17.0,0,234,5,0
33384454096212372,33.64570555555556,-96.35658888888888,70.0,0,194,1,0
33341606096205930,33.57112777777778,-96.34980555555555,70.0,0,333,1,1
33353062096220521,33.591838888888894,-96.36811388888889,6.0,1,333,1,0
33344649096212786,33.57958055555556,-96.35773888888889,5.0,1,333,1,0
33404361096162351,33.678780555555555,-96.27319722222222,44.0,0,1480,1,0
33405660096190898,33.68238888888889,-96.31916111111111,44.0,0,2165,1,0
33404462096205419,33.67906111111111,-96.34838611111111,44.0,0,2165,1,1
33404198096161440,33.678327777777774,-96.27066666666667,39.0,0,1480,1,1
33403904096180021,33.67751111111111,-96.30005833333333,28.0,0,1480,1,0
33435789096142493,33.73274722222222,-96.24025833333333,70.0,0,379,1,0
33440426096122543,33.734516666666664,-96.2070638888889,70.0,0,379,1,0
33322429096120225,33.540080555555555,-96.200625,68.0,0,576,1,0
33294963096204809,33.497119444444444,-96.34669166666666,6.0,1,1422,1,0
33295214096201243,33.497816666666665,-96.33678611111111,66.0,0,1422,1,0
33294034096191214,33.49453888888889,-96.32003888888889,6.0,1,1422,1,0
33292842096174641,33.49122777777778,-96.29622499999999,66.0,0,1422,1,0
33290710096153155,33.485305555555556,-96.2587638888889,26.0,0,6740,5,0
33242587096065514,33.40718611111111,-96.11531666666666,34.0,1,2260,1,0
33283116096125189,33.475322222222225,-96.21441388888888,64.0,0,1646,1,0
33274404096121255,33.46223333333334,-96.20348611111112,64.0,0,1646,1,1
33483516096073658,33.80976666666666,-96.12682777777778,61.0,0,366,1,0
33483284096064094,33.80912222222222,-96.11137222222222,61.0,0,366,1,0
33485209096053667,33.81446944444444,-96.09351944444444,61.0,0,366,1,0
33485360096043417,33.81488888888889,-96.07615833333332,61.0,0,366,1,0
33445097096010908,33.74749166666667,-96.01918888888889,60.0,0,283,1,0
33274860095524014,33.4635,-95.87781666666666,31.0,0,229,5,0
33302447096125091,33.506797222222225,-96.21414166666666,58.0,0,471,1,0
33285258096125157,33.48127222222222,-96.214325,58.0,0,303,1,0
33312260096125825,33.52294444444444,-96.21618055555555,28.0,0,471,5,0
33443947095573873,33.74429722222222,-95.96075833333333,45.0,0,234,5,0
33443827095575527,33.74396388888889,-95.96535277777778,39.0,0,234,1,0
33442883095553863,33.74134166666667,-95.92739722222223,35.0,0,233,5,0
33270931095573708,33.45258611111112,-95.9603,38.0,1,200,1,1
33273605095581319,33.460013888888895,-95.97033055555556,50.0,0,124,1,0
33275939095590993,33.46649722222222,-95.98609166666667,50.0,0,124,1,1
33314209096100887,33.52835833333333,-96.16913055555555,21.0,0,40,5,0
33310029096082626,33.51674722222222,-96.14062777777778,29.0,0,20,3,1
33315498096070010,33.53193888888889,-96.11669444444443,36.0,0,60,3,1
33315191096054966,33.53108611111111,-96.09712777777777,34.0,0,60,3,0
33373294096040026,33.625816666666665,-96.06673888888888,43.0,0,50,3,1
33372469096062876,33.623525,-96.10798888888888,4.0,0,50,5,0
33332487096063314,33.55690833333333,-96.10920555555555,23.0,0,20,4,0
33330513096062031,33.551424999999995,-96.10564166666666,35.0,0,20,3,1
33280058096050100,33.46682777777778,-96.08361111111111,42.0,0,100,4,0
33304157096030297,33.51154722222222,-96.050825,32.0,0,10,3,0
33363352096054172,33.60931111111111,-96.09492222222222,29.0,0,50,4,0
33353258096072351,33.59238333333334,-96.12319722222222,32.0,0,20,3,1
33364248096115140,33.6118,-96.19761111111112,59.0,0,20,3,1
33390409096072163,33.65113611111111,-96.12267499999999,4.0,0,150,5,0
33355455096194117,33.598486111111114,-96.32810277777777,32.0,0,30,3,0
33360373096012028,33.601036111111114,-96.0223,4.0,0,40,5,0
33323084095551559,33.5419,-95.92099722222223,65.0,0,20,2,0
33313751095562248,33.52708611111111,-95.93957777777779,27.0,0,90,5,0
33314779095584392,33.529941666666666,-95.97886666666668,16.0,0,40,5,0
33311124095594919,33.51978888888889,-95.99699722222222,32.0,0,10,3,1
33302104096004641,33.50584444444444,-96.01289166666666,32.0,0,10,3,0
33280337096041764,33.46760277777778,-96.07156666666667,35.0,0,40,3,1
33290544096030655,33.48484444444445,-96.05181944444445,9.0,0,30,5,0
33283362096032780,33.47600555555556,-96.05772222222222,9.0,0,20,5,0
33261135095580406,33.43648611111111,-95.96779444444445,9.0,0,40,5,0
33312596095574755,33.52387777777778,-95.96320833333334,40.0,0,10,3,0
33313721095573311,33.527002777777774,-95.95919722222223,32.0,0,40,4,0
33382962095591821,33.64156111111111,-95.98839166666667,4.0,0,40,5,0
33383355095562798,33.642652777777776,-95.94110555555557,4.0,0,50,5,0
33381953095553448,33.638758333333335,-95.92624444444445,9.0,0,30,5,0
33421298095534506,33.703605555555555,-95.89585000000001,21.0,0,20,1,0
33420713095560070,33.70198055555556,-95.93352777777778,17.0,0,30,5,0
33414608095565345,33.69613333333333,-95.94818055555555,16.0,0,10,5,0
33335831096105401,33.56619722222222,-96.18166944444445,19.0,0,130,5,0
33322656096113267,33.54071111111111,-96.19240833333333,13.0,0,80,5,0
33311958096113726,33.522105555555555,-96.19368333333334,21.0,0,55,5,0
33300371096121207,33.50103055555556,-96.20335277777778,18.0,0,10,5,0
33331755096135769,33.554874999999996,-96.23269166666667,33.0,0,90,4,1
33283261096112842,33.475725000000004,-96.19122777777778,17.0,0,20,5,0
33283441096112633,33.476225,-96.19064722222222,4.0,0,10,5,0
33275163096105700,33.46434166666667,-96.1825,13.0,0,50,5,0
33273889096105755,33.46080277777778,-96.18265277777778,6.0,0,50,5,0
33364610096112878,33.61280555555556,-96.19132777777779,37.0,0,50,3,1
33431092096125472,33.7197,-96.2152,44.0,0,50,4,0
33422568096135456,33.70713333333334,-96.23182222222222,33.0,0,50,4,0
33435357096104698,33.731547222222225,-96.17971666666668,20.0,0,110,5,0
33441255096104231,33.73681944444444,-96.17841944444444,39.0,0,40,4,0
33374134096083095,33.62815,-96.14193055555556,4.0,0,60,5,0
33392535096073035,33.657041666666665,-96.12509722222221,4.0,0,50,5,0
33452541096034374,33.75705833333333,-96.06215,37.0,0,40,3,1
33443527096034636,33.74313055555556,-96.06287777777777,5.0,0,40,5,0
33440102096054561,33.73361666666667,-96.09600277777777,3.0,0,90,5,0
33400778096094333,33.66882777777778,-96.16203611111112,29.0,0,130,3,1
33464175096083705,33.77826388888889,-96.143625,34.0,0,70,3,0
33483804096043076,33.810566666666666,-96.0752111111111,33.0,0,40,3,1
33470588096070148,33.78496666666666,-96.11707777777777,27.0,1,40,4,1
33472165096062025,33.78934722222222,-96.10562499999999,17.0,1,40,3,0
33470718096073562,33.78532777777777,-96.1265611111111,9.0,0,30,5,0
33335073096174573,33.56409166666666,-96.2960361111111,32.0,0,110,3,0
33345164096195518,33.58101111111112,-96.33199444444445,54.0,0,70,3,1
33354546096192720,33.595961111111116,-96.32422222222222,32.0,0,60,3,0
33405471096181921,33.681863888888884,-96.3053361111111,13.0,0,40,5,0
33432195095591390,33.72276388888889,-95.98719444444444,17.0,0,10,5,0
33444051096020904,33.74458611111111,-96.03584444444444,9.0,0,20,5,0
33495707096002812,33.83251944444445,-96.00781111111111,37.0,0,10,3,1
33500292095593571,33.83414444444445,-95.99325277777778,8.0,0,10,5,0
33503060095571814,33.841833333333334,-95.9550388888889,17.0,0,50,5,0
33450108095540749,33.7503,-95.90208055555556,42.0,0,20,3,1
33285198096155551,33.48110555555556,-96.26541944444445,21.0,0,30,5,0
33221037096162900,33.369547222222224,-96.27472222222222,4.0,0,60,5,0
33273118096164750,33.45866111111111,-96.27986111111112,27.0,0,140,5,0
33375079095525694,33.630775,-95.88248333333333,32.0,0,10,3,1
33381102095532090,33.63639444444444,-95.8891388888889,9.0,0,10,5,0
33414638095521936,33.696216666666665,-95.87204444444444,8.0,0,10,5,0
33385810095522470,33.64947222222222,-95.87352777777777,34.0,0,20,4,1
33321957096153592,33.53876944444444,-96.25997777777778,23.0,0,20,3,0
33310681096154015,33.51855833333333,-96.26115277777778,16.0,0,10,5,0
33310334096154030,33.51759444444444,-96.26119444444444,16.0,0,10,5,0
33301235096145897,33.50343055555555,-96.24971388888889,13.0,0,50,5,0
33265608096152456,33.44891111111111,-96.25682222222223,24.0,0,70,3,0
33260398096154327,33.434438888888884,-96.26201944444445,18.0,0,20,5,0
33260411096174667,33.434475,-96.29629722222222,21.0,0,20,4,0
33265131096173863,33.44758611111111,-96.29406388888889,18.0,1,10,4,1
33283225096181039,33.475625,-96.3028861111111,25.0,0,10,3,0
33270792096183980,33.452200000000005,-96.31105555555555,34.0,0,60,3,1
33282250096211620,33.47291666666667,-96.35449999999999,59.0,0,30,3,1
33282410096211720,33.47336111111111,-96.35477777777777,13.0,0,20,5,0
33290848096215381,33.48568888888889,-96.36494722222221,11.0,0,60,5,0
33282452096184105,33.47347777777778,-96.31140277777777,17.0,0,140,5,0
33321599096213747,33.537774999999996,-96.36040833333333,28.0,0,20,3,1
33334307096210124,33.56196388888888,-96.35034444444445,51.0,0,60,3,0
33343587095525256,33.57663055555556,-95.88126666666666,19.0,0,230,5,0
33331505095525414,33.554180555555554,-95.88170555555556,29.0,0,60,4,1
33312606095520876,33.52390555555556,-95.86909999999999,13.0,0,20,5,1
33315223095550139,33.531175,-95.91705277777778,11.0,0,10,5,0
33304483095555118,33.512452777777774,-95.93088333333334,17.0,0,10,5,0
33310740095534527,33.51872222222222,-95.89590833333334,35.0,0,10,3,1
33320444095544982,33.53456666666666,-95.91383888888889,13.0,0,10,5,0
33305837095550245,33.51621388888889,-95.91734722222223,13.0,0,10,5,0
33243062095565336,33.40850555555556,-95.94815555555556,11.0,0,50,5,0
33274321096055074,33.46200277777778,-96.09742777777777,26.0,0,50,4,1
33264088096050825,33.444688888888884,-96.085625,11.0,0,50,5,0
